| P02649
17 0.0
18 0.0
19 0.0
20 0.0
21 0.0
22 0.0
23 0.0
| P55209
1 0.0
2 0.0084
3 0.0087
4 0.0006
5 0.0192
6 0.0132
7 0.0096
8 0.0109
9 0.015
10 0.0139
11 0.0101
12 0.02
13 0.0069
14 0.0102
15 0.0
16 0.0353
17 0.3121
18 0.2724
19 0.1321
20 0.0
21 0.0
22 0.0882
23 0.0135
| P55263
1 0.0
2 0.0
3 0.0027
4 0.0216
5 0.0201
6 0.0
7 0.0
8 0.0249
9 0.0241
10 0.171
11 0.0303
12 0.0225
13 0.0259
14 0.4886
15 0.0
16 0.1108
17 0.0051
18 0.0205
19 0.0
20 0.0
21 0.0
22 0.016
23 0.016
| P55327
1 0.0
2 0.0
3 0.0
4 0.0
5 1.0
6 0.0
7 0.0
8 0.0
9 0.0
10 0.0
11 0.0
12 0.0
13 0.0
14 0.0
15 0.0
16 0.0
17 0.0
18 0.0
19 0.0
20 0.0
21 0.0
22 0.0
23 0.0
| P55735
1 0.0
2 0.0447
3 0.0064
4 0.0351
5 0.0
6 0.0
7 0.0051
8 0.0055
9 0.0232
10 0.6209
11 0.1816
12 0.0046
13 0.0469
14 0.0031
15 0.0
16 0.0
17 0.0016
18 0.0011
19 0.0
20 0.0
21 0.0
22 0.0086
23 0.0117
| P56537
1 0.0
2 0.0068
3 0.0079
4 0.0074
5 0.5642
6 0.2087
7 0.0804
8 0.0301
9 0.0244
10 0.0134
11 0.0118
12 0.0
13 0.0106
14 0.0077
15 0.0
16 0.0042
17 0.0
18 0.0103
19 0.0
20 0.0
21 0.0
22 0.0071
23 0.005
| P56545
1 0.0
2 0.0516
3 0.0
4 0.0
5 0.0
6 0.0
7 0.0
8 0.0336
9 0.0
10 0.2912
11 0.0
12 0.0
13 0.0
14 0.1049
15 0.0
16 0.0
17 0.3716
18 0.1309
19 0.0162
20 0.0
21 0.0
22 0.0
23 0.0
| P57088
1 0.0
2 0.0262
3 0.0183
4 0.073
5 0.1925
6 0.0973
7 0.1604
8 0.0719
9 0.0843
10 0.0656
11 0.0578
12 0.0
13 0.0309
14 0.0235
15 0.0
16 0.0
17 0.0115
18 0.0497
19 0.0107
20 0.0
21 0.0
22 0.0135
23 0.0129
| P59780
1 0.0
2 0.3916
3 0.6084
4 0.0
5 0.0
6 0.0
7 0.0
8 0.0
9 0.0
10 0.0
11 0.0
12 0.0
13 0.0
14 0.0
15 0.0
16 0.0
17 0.0
18 0.0
19 0.0
20 0.0
21 0.0
22 0.0
23 0.0
| P59998
1 0.0
2 0.0681
3 0.1041
4 0.4857
5 0.0367
6 0.0192
7 0.0131
8 0.0235
9 0.0249
10 0.0035
11 0.0299
12 0.0054
13 0.0247
14 0.0244
15 0.0
16 0.0288
17 0.0314
18 0.0111
19 0.0
20 0.0
21 0.0
22 0.0316
23 0.034
| P60510
1 0.0
2 0.0941
3 0.0
4 0.0
5 0.0
6 0.1269
7 0.0355
8 0.0
9 0.7014
10 0.0
11 0.0
12 0.0
13 0.0421
14 0.0
15 0.0
16 0.0
17 0.0
18 0.0
19 0.0
20 0.0
21 0.0
22 0.0
23 0.0
| P60709
1 0.0
2 0.0095
3 0.0096
4 0.0116
5 0.005
6 0.0155
7 0.004
8 0.002
9 0.033
10 0.0019
11 0.0
12 0.0276
13 0.0952
14 0.1451
15 0.0
16 0.2273
17 0.1409
18 0.1184
19 0.0075
20 0.0
21 0.0
22 0.0655
23 0.0803
| Q9BYX7
1 0.0
2 0.0095
3 0.0096
4 0.0116
5 0.005
6 0.0155
7 0.004
8 0.002
9 0.033
10 0.0019
11 0.0
12 0.0276
13 0.0952
14 0.1451
15 0.0
16 0.2273
17 0.1409
18 0.1184
19 0.0075
20 0.0
21 0.0
22 0.0655
23 0.0803
| P60842
1 0.0
2 0.008
3 0.0191
4 0.0132
5 0.0124
6 0.0123
7 0.0403
8 0.0297
9 0.0241
10 0.0166
11 0.0201
12 0.0127
13 0.0302
14 0.0361
15 0.0
16 0.3093
17 0.2448
18 0.0975
19 0.0406
20 0.0
21 0.0
22 0.0211
23 0.012
| Q14240
1 0.0
2 0.008
3 0.0191
4 0.0132
5 0.0124
6 0.0123
7 0.0403
8 0.0297
9 0.0241
10 0.0166
11 0.0201
12 0.0127
13 0.0302
14 0.0361
15 0.0
16 0.3093
17 0.2448
18 0.0975
19 0.0406
20 0.0
21 0.0
22 0.0211
23 0.012
| P60866
1 0.0
2 0.1427
3 0.2335
4 0.1378
5 0.1956
6 0.0
7 0.0
8 0.0212
9 0.0348
10 0.0384
11 0.0375
12 0.0
13 0.0681
14 0.0
15 0.0
16 0.0
17 0.0
18 0.0
19 0.0
20 0.0
21 0.0
22 0.0289
23 0.0615
| P60900
1 0.0
2 0.0068
3 0.0078
4 0.0254
5 0.7164
6 0.0564
7 0.0716
8 0.017
9 0.0137
10 0.0083
11 0.0063
12 0.0153
13 0.0081
14 0.0067
15 0.0
16 0.0002
17 0.0067
18 0.0039
19 0.0037
20 0.0
21 0.0
22 0.0212
23 0.0047
| P60953
1 0.0
2 0.1739
3 0.1717
4 0.3094
5 0.1062
6 0.0213
7 0.0182
8 0.0119
9 0.0032
10 0.042
11 0.0647
12 0.0186
13 0.0129
14 0.0015
15 0.0
16 0.0027
17 0.0
18 0.0148
19 0.0
20 0.0
21 0.0
22 0.0112
23 0.0158
| P17081
1 0.0
2 0.1739
3 0.1717
4 0.3094
5 0.1062
6 0.0213
7 0.0182
8 0.0119
9 0.0032
10 0.042
11 0.0647
12 0.0186
13 0.0129
14 0.0015
15 0.0
16 0.0027
17 0.0
18 0.0148
19 0.0
20 0.0
21 0.0
22 0.0112
23 0.0158
| Q9H4E5
1 0.0
2 0.1739
3 0.1717
4 0.3094
5 0.1062
6 0.0213
7 0.0182
8 0.0119
9 0.0032
10 0.042
11 0.0647
12 0.0186
13 0.0129
14 0.0015
15 0.0
16 0.0027
17 0.0
18 0.0148
19 0.0
20 0.0
21 0.0
22 0.0112
23 0.0158
| P60981
1 0.0
2 0.0921
3 0.3503
4 0.2247
5 0.1644
6 0.0
7 0.067
8 0.0544
9 0.0064
10 0.0062
11 0.0188
12 0.0
13 0.0041
14 0.0042
15 0.0
16 0.0
17 0.0
18 0.0019
19 0.0024
20 0.0
21 0.0
22 0.0029
23 0.0
| P61006
1 0.0
2 0.0128
3 0.1187
4 0.4366
5 0.3352
6 0.0011
7 0.022
8 0.0109
9 0.0
10 0.0102
11 0.0062
12 0.0007
13 0.0054
14 0.0385
15 0.0
16 0.0005
17 0.0
18 0.0
19 0.0
20 0.0
21 0.0
22 0.0006
23 0.0005
| Q92930
1 0.0
2 0.0128
3 0.1187
4 0.4366
5 0.3352
6 0.0011
7 0.022
8 0.0109
9 0.0
10 0.0102
11 0.0062
12 0.0007
13 0.0054
14 0.0385
15 0.0
16 0.0005
17 0.0
18 0.0
19 0.0
20 0.0
21 0.0
22 0.0006
23 0.0005
| P61009
1 0.0
2 0.2244
3 0.6042
4 0.0237
5 0.0289
6 0.0
7 0.0
8 0.0
9 0.0197
10 0.0199
11 0.0
12 0.0
13 0.0119
14 0.0128
15 0.0
16 0.0
17 0.0
18 0.0
19 0.0
20 0.0
21 0.0
22 0.0499
23 0.0047
| P61019
1 0.0
2 0.0181
3 0.3809
4 0.1247
5 0.2947
6 0.0304
7 0.0158
8 0.0141
9 0.0151
10 0.0149
11 0.0146
12 0.0085
13 0.0127
14 0.0061
15 0.0
16 0.0
17 0.0187
18 0.0078
19 0.0
20 0.0
21 0.0
22 0.0148
23 0.0082
| P61026
1 0.0
2 0.0707
3 0.3668
4 0.1711
5 0.2218
6 0.0481
7 0.0233
8 0.0098
9 0.0083
10 0.0102
11 0.0113
12 0.0011
13 0.0136
14 0.0106
15 0.0
16 0.0
17 0.0002
18 0.0005
19 0.0062
20 0.0
21 0.0
22 0.0104
23 0.0161
| P61081
1 0.0
2 0.2182
3 0.039
4 0.2951
5 0.1731
6 0.031
7 0.0586
8 0.0185
9 0.0205
10 0.0638
11 0.025
12 0.0029
13 0.0139
14 0.0202
15 0.0
16 0.0
17 0.0
18 0.0
19 0.0
20 0.0
21 0.0
22 0.0203
23 0.0
| P61086
1 0.0
2 0.0011
3 0.0
4 0.8884
5 0.0352
6 0.0321
7 0.0
8 0.0
9 0.0
10 0.0018
11 0.0026
12 0.0
13 0.0018
14 0.029
15 0.0
16 0.0
17 0.0
18 0.0018
19 0.0062
20 0.0
21 0.0
22 0.0
23 0.0
| P61088
1 0.0
2 1.0
3 0.0
4 0.0
5 0.0
6 0.0
7 0.0
8 0.0
9 0.0
10 0.0
11 0.0
12 0.0
13 0.0
14 0.0
15 0.0
16 0.0
17 0.0
18 0.0
19 0.0
20 0.0
21 0.0
22 0.0
23 0.0
| Q5JXB2
1 0.0
2 1.0
3 0.0
4 0.0
5 0.0
6 0.0
7 0.0
8 0.0
9 0.0
10 0.0
11 0.0
12 0.0
13 0.0
14 0.0
15 0.0
16 0.0
17 0.0
18 0.0
19 0.0
20 0.0
21 0.0
22 0.0
23 0.0
| P61106
1 0.0
2 0.011
3 0.0274
4 0.5333
5 0.3084
6 0.0003
7 0.0145
8 0.0152
9 0.0117
10 0.0133
11 0.0154
12 0.0
13 0.01
14 0.0067
15 0.0
16 0.0
17 0.0003
18 0.0004
19 0.0
20 0.0
21 0.0
22 0.0184
23 0.0136
| P61158
1 0.0
2 0.0146
3 0.0228
4 0.0211
5 0.0255
6 0.0125
7 0.0165
8 0.0179
9 0.0106
10 0.0207
11 0.0194
12 0.0198
13 0.0312
14 0.0168
15 0.0
16 0.4554
17 0.1562
18 0.1002
19 0.013
20 0.0
21 0.0
22 0.0126
23 0.0132
| Q9P1U1
1 0.0
2 0.0146
3 0.0228
4 0.0211
5 0.0255
6 0.0125
7 0.0165
8 0.0179
9 0.0106
10 0.0207
11 0.0194
12 0.0198
13 0.0312
14 0.0168
15 0.0
16 0.4554
17 0.1562
18 0.1002
19 0.013
20 0.0
21 0.0
22 0.0126
23 0.0132
| P61163
1 0.0
2 0.0205
3 0.0
4 0.0
5 0.0282
6 0.0
7 0.0
8 0.0314
9 0.076
10 0.0574
11 0.0153
12 0.0524
13 0.0536
14 0.2602
15 0.0
16 0.3241
17 0.0808
18 0.0
19 0.0
20 0.0
21 0.0
22 0.0
23 0.0
| P61201
1 0.0
2 0.0
3 0.0882
4 0.0
5 0.0
6 0.0
7 0.0
8 0.0
9 0.0
10 0.0
11 0.0
12 0.0
13 0.0374
14 0.0
15 0.0
16 0.0207
17 0.69
18 0.159
19 0.0047
20 0.0
21 0.0
22 0.0
23 0.0
| P61224
1 0.0
2 0.2161
3 0.0803
4 0.4022
5 0.1622
6 0.0419
7 0.0306
8 0.0115
9 0.0051
10 0.0073
11 0.005
12 0.0053
13 0.004
14 0.0048
15 0.0
16 0.012
17 0.0
18 0.0039
19 0.0001
20 0.0
21 0.0
22 0.0075
23 0.0002
| P62834
1 0.0
2 0.2161
3 0.0803
4 0.4022
5 0.1622
6 0.0419
7 0.0306
8 0.0115
9 0.0051
10 0.0073
11 0.005
12 0.0053
13 0.004
14 0.0048
15 0.0
16 0.012
17 0.0
18 0.0039
19 0.0001
20 0.0
21 0.0
22 0.0075
23 0.0002
| A6NIZ1
1 0.0
2 0.2161
3 0.0803
4 0.4022
5 0.1622
6 0.0419
7 0.0306
8 0.0115
9 0.0051
10 0.0073
11 0.005
12 0.0053
13 0.004
14 0.0048
15 0.0
16 0.012
17 0.0
18 0.0039
19 0.0001
20 0.0
21 0.0
22 0.0075
23 0.0002
| P61247
1 0.0
2 0.006
3 0.0095
4 0.0068
5 0.0112
6 0.0163
7 0.0268
8 0.4421
9 0.0751
10 0.2152
11 0.047
12 0.0338
13 0.035
14 0.012
15 0.0
16 0.0328
17 0.0065
18 0.0078
19 0.0038
20 0.0
21 0.0
22 0.0061
23 0.0062
| P61254
1 0.0
2 0.3153
3 0.2575
4 0.0634
5 0.0353
6 0.0
7 0.0262
8 0.0304
9 0.0598
10 0.0433
11 0.0504
12 0.0
13 0.0496
14 0.0325
15 0.0
16 0.0
17 0.0019
18 0.0012
19 0.0
20 0.0
21 0.0
22 0.0144
23 0.0189
| P61289
1 0.0
2 0.0135
3 0.0137
4 0.0235
5 0.019
6 0.0157
7 0.3831
8 0.1843
9 0.0224
10 0.0292
11 0.1089
12 0.0772
13 0.0476
14 0.016
15 0.0
16 0.0147
17 0.0078
18 0.0045
19 0.0001
20 0.0
21 0.0
22 0.009
23 0.0097
| P61313
1 0.0
2 0.0219
3 0.0242
4 0.6266
5 0.1101
6 0.002
7 0.0397
8 0.0163
9 0.0267
10 0.0068
11 0.0
12 0.0
13 0.0077
14 0.0125
15 0.0
16 0.0
17 0.0246
18 0.0
19 0.0
20 0.0
21 0.0
22 0.0126
23 0.0683
| P61353
1 0.0
2 0.4796
3 0.0
4 0.1506
5 0.0422
6 0.0392
7 0.0546
8 0.1374
9 0.0312
10 0.0
11 0.0467
12 0.0
13 0.0
14 0.0
15 0.0
16 0.0
17 0.0
18 0.0
19 0.0
20 0.0
21 0.0
22 0.0185
23 0.0
| P61586
1 0.0
2 0.1244
3 0.192
4 0.1535
5 0.116
6 0.0599
7 0.072
8 0.0336
9 0.0244
10 0.0159
11 0.0128
12 0.0507
13 0.0145
14 0.0105
15 0.0
16 0.0084
17 0.0313
18 0.0119
19 0.0114
20 0.0
21 0.0
22 0.027
23 0.0297
| P61758
1 0.0
2 0.0196
3 0.0
4 0.7518
5 0.2286
6 0.0
7 0.0
8 0.0
9 0.0
10 0.0
11 0.0
12 0.0
13 0.0
14 0.0
15 0.0
16 0.0
17 0.0
18 0.0
19 0.0
20 0.0
21 0.0
22 0.0
23 0.0
| P61916
1 0.0
2 0.7112
3 0.0
4 0.0
5 0.0
6 0.0
7 0.0
8 0.0
9 0.0
10 0.0
11 0.0
12 0.0
13 0.107
14 0.0
15 0.0
16 0.0
17 0.0
18 0.1818
19 0.0
20 0.0
21 0.0
22 0.0
23 0.0
| P61923
1 0.0
2 0.2739
3 0.0498
4 0.3174
5 0.0628
6 0.0
7 0.018
8 0.0054
9 0.0
10 0.037
11 0.0109
12 0.0
13 0.0255
14 0.0316
15 0.0
16 0.0
17 0.0518
18 0.011
19 0.0
20 0.0
21 0.0
22 0.0483
23 0.0567
| P61964
1 0.0
2 0.0
3 0.0
4 0.0141
5 0.0
6 0.0
7 0.0026
8 0.0089
9 0.0013
10 0.8873
11 0.0029
12 0.0
13 0.082
14 0.001
15 0.0
16 0.0
17 0.0
18 0.0
19 0.0
20 0.0
21 0.0
22 0.0
23 0.0
| P61978
1 0.0
2 0.0059
3 0.0101
4 0.0092
5 0.0066
6 0.0066
7 0.0129
8 0.0257
9 0.0265
10 0.0255
11 0.023
12 0.0086
13 0.0235
14 0.0227
15 0.0
16 0.0132
17 0.0159
18 0.0145
19 0.0767
20 0.0
21 0.0
22 0.5618
23 0.1112
| P61981
1 0.0
2 0.0081
3 0.0664
4 0.0146
5 0.0455
6 0.3236
7 0.3586
8 0.0306
9 0.0634
10 0.0251
11 0.0122
12 0.0118
13 0.0107
14 0.0079
15 0.0
16 0.0
17 0.0
18 0.0033
19 0.0037
20 0.0
21 0.0
22 0.0077
23 0.0068
| P62081
1 0.0
2 0.0102
3 0.8478
4 0.0234
5 0.0196
6 0.0073
7 0.0072
8 0.0097
9 0.0085
10 0.0093
11 0.0065
12 0.0054
13 0.0072
14 0.0054
15 0.0
16 0.0066
17 0.0047
18 0.0062
19 0.0046
20 0.0
21 0.0
22 0.0045
23 0.0058
| P62191
1 0.0
2 0.0313
3 0.0173
4 0.0289
5 0.0227
6 0.0171
7 0.0268
8 0.034
9 0.027
10 0.0337
11 0.0226
12 0.0541
13 0.0246
14 0.016
15 0.0
16 0.0369
17 0.0247
18 0.0763
19 0.3041
20 0.0
21 0.0
22 0.1546
23 0.0473
| P62195
1 0.0
2 0.0141
3 0.0103
4 0.0224
5 0.0166
6 0.0112
7 0.0162
8 0.0138
9 0.025
10 0.0135
11 0.0135
12 0.0115
13 0.0192
14 0.1467
15 0.0
16 0.1354
17 0.1696
18 0.0634
19 0.2008
20 0.0001
21 0.0
22 0.0813
23 0.0153
| P62241
1 0.0
2 0.019
3 0.0117
4 0.0186
5 0.2537
6 0.2117
7 0.2192
8 0.0855
9 0.0471
10 0.0332
11 0.0184
12 0.013
13 0.0102
14 0.0092
15 0.0
16 0.0097
17 0.0066
18 0.0085
19 0.0033
20 0.0
21 0.0
22 0.0145
23 0.0072
| P62244
1 0.0
2 0.7324
3 0.1914
4 0.0
5 0.0
6 0.0
7 0.0
8 0.0
9 0.0195
10 0.0156
11 0.0092
12 0.0
13 0.0141
14 0.0
15 0.0
16 0.0
17 0.0
18 0.0
19 0.0
20 0.0
21 0.0
22 0.0179
23 0.0
| P62249
1 0.0
2 0.3624
3 0.1445
4 0.1965
5 0.0331
6 0.0489
7 0.024
8 0.0109
9 0.0404
10 0.0192
11 0.0171
12 0.0151
13 0.0078
14 0.0241
15 0.0
16 0.0003
17 0.0361
18 0.0104
19 0.0001
20 0.0
21 0.0
22 0.0034
23 0.0056
| P62256
1 0.0
2 1.0
3 0.0
4 0.0
5 0.0
6 0.0
7 0.0
8 0.0
9 0.0
10 0.0
11 0.0
12 0.0
13 0.0
14 0.0
15 0.0
16 0.0
17 0.0
18 0.0
19 0.0
20 0.0
21 0.0
22 0.0
23 0.0
| P62258
1 0.0
2 0.0059
3 0.0134
4 0.0087
5 0.0139
6 0.1961
7 0.4587
8 0.1256
9 0.0634
10 0.0215
11 0.0076
12 0.0059
13 0.0232
14 0.0133
15 0.0
16 0.0059
17 0.0079
18 0.0072
19 0.0074
20 0.0
21 0.0
22 0.0064
23 0.008
| P62263
1 0.0
2 0.6408
3 0.0522
4 0.2298
5 0.0
6 0.0
7 0.0024
8 0.0051
9 0.0362
10 0.0
11 0.0221
12 0.0
13 0.0046
14 0.0014
15 0.0
16 0.0
17 0.0
18 0.0
19 0.0008
20 0.0
21 0.0
22 0.0014
23 0.0032
| P62266
1 0.0
2 0.3719
3 0.3324
4 0.1173
5 0.0344
6 0.0149
7 0.0154
8 0.0105
9 0.0173
10 0.0137
11 0.0086
12 0.0014
13 0.0162
14 0.0071
15 0.0
16 0.0093
17 0.0018
18 0.0053
19 0.0093
20 0.0
21 0.0
22 0.0018
23 0.0112
| P62269
1 0.0
2 0.9598
3 0.0099
4 0.0094
5 0.0
6 0.0
7 0.0034
8 0.0103
9 0.0
10 0.0
11 0.0
12 0.0
13 0.0072
14 0.0
15 0.0
16 0.0
17 0.0
18 0.0
19 0.0
20 0.0
21 0.0
22 0.0
23 0.0
| P62277
1 0.0
2 0.825
3 0.0
4 0.024
5 0.0126
6 0.0
7 0.037
8 0.0216
9 0.0318
10 0.0
11 0.0165
12 0.0
13 0.0189
14 0.0
15 0.0
16 0.0
17 0.0
18 0.0
19 0.0
20 0.0
21 0.0
22 0.0126
23 0.0
| P62280
1 0.0
2 0.0763
3 0.4678
4 0.168
5 0.1171
6 0.0234
7 0.0292
8 0.0119
9 0.0178
10 0.0136
11 0.016
12 0.0072
13 0.0154
14 0.0105
15 0.0
16 0.0
17 0.0045
18 0.0082
19 0.0
20 0.0
21 0.0
22 0.0051
23 0.0081
| P62330
1 0.0
2 0.0503
3 0.1077
4 0.2583
5 0.0981
6 0.0211
7 0.0543
8 0.035
9 0.0487
10 0.0848
11 0.0832
12 0.0
13 0.0478
14 0.1107
15 0.0
16 0.0
17 0.0
18 0.0
19 0.0
20 0.0
21 0.0
22 0.0
23 0.0
| P62424
1 0.0
2 0.0117
3 0.0097
4 0.0137
5 0.0191
6 0.0324
7 0.6726
8 0.0915
9 0.0429
10 0.0211
11 0.0098
12 0.0
13 0.0092
14 0.0175
15 0.0
16 0.0094
17 0.0143
18 0.0055
19 0.006
20 0.0
21 0.0
22 0.0065
23 0.007
| P62495
1 0.0
2 0.0036
3 0.0052
4 0.0078
5 0.0077
6 0.0
7 0.0205
8 0.0091
9 0.0091
10 0.0073
11 0.0055
12 0.0105
13 0.0073
14 0.0215
15 0.0
16 0.0632
17 0.4808
18 0.255
19 0.0755
20 0.0
21 0.0
22 0.0074
23 0.003
| P62701
1 0.0
2 0.0072
3 0.008
4 0.0098
5 0.013
6 0.1034
7 0.3458
8 0.2604
9 0.0716
10 0.0809
11 0.0428
12 0.0083
13 0.013
14 0.0067
15 0.0
16 0.0099
17 0.0031
18 0.002
19 0.0026
20 0.0
21 0.0
22 0.0054
23 0.0061
| Q8TD47
1 0.0
2 0.0072
3 0.008
4 0.0098
5 0.013
6 0.1034
7 0.3458
8 0.2604
9 0.0716
10 0.0809
11 0.0428
12 0.0083
13 0.013
14 0.0067
15 0.0
16 0.0099
17 0.0031
18 0.002
19 0.0026
20 0.0
21 0.0
22 0.0054
23 0.0061
| P22090
1 0.0
2 0.0072
3 0.008
4 0.0098
5 0.013
6 0.1034
7 0.3458
8 0.2604
9 0.0716
10 0.0809
11 0.0428
12 0.0083
13 0.013
14 0.0067
15 0.0
16 0.0099
17 0.0031
18 0.002
19 0.0026
20 0.0
21 0.0
22 0.0054
23 0.0061
| P62750
1 0.0
2 0.5389
3 0.0534
4 0.0398
5 0.0203
6 0.0027
7 0.0334
8 0.0332
9 0.053
10 0.0148
11 0.0156
12 0.0008
13 0.1397
14 0.0109
15 0.0
16 0.0028
17 0.0029
18 0.0029
19 0.0005
20 0.0
21 0.0
22 0.0084
23 0.0261
| P62753
1 0.0
2 0.0089
3 0.0106
4 0.0087
5 0.018
6 0.0314
7 0.0348
8 0.4011
9 0.1993
10 0.1228
11 0.0405
12 0.0257
13 0.03
14 0.0166
15 0.0
16 0.0093
17 0.0066
18 0.0076
19 0.0047
20 0.0
21 0.0
22 0.0101
23 0.0132
| P62820
1 0.0
2 0.0112
3 0.0748
4 0.5052
5 0.2246
6 0.047
7 0.0228
8 0.0131
9 0.0126
10 0.0097
11 0.0065
12 0.008
13 0.0065
14 0.0272
15 0.0
16 0.0025
17 0.0033
18 0.0035
19 0.0033
20 0.0
21 0.0
22 0.0144
23 0.0039
| P62826
1 0.0
2 0.0046
3 0.0071
4 0.6119
5 0.0398
6 0.0205
7 0.1263
8 0.0585
9 0.0449
10 0.0221
11 0.0111
12 0.0112
13 0.0056
14 0.0067
15 0.0
16 0.0091
17 0.0046
18 0.0033
19 0.0032
20 0.0
21 0.0
22 0.0054
23 0.0041
| P62829
1 0.0
2 0.5289
3 0.3249
4 0.1302
5 0.0
6 0.0
7 0.0092
8 0.0
9 0.0
10 0.0
11 0.0
12 0.0
13 0.0
14 0.0036
15 0.0
16 0.0
17 0.0
18 0.0031
19 0.0
20 0.0
21 0.0
22 0.0
23 0.0
| P62851
1 0.0
2 0.6724
3 0.0576
4 0.0286
5 0.0443
6 0.0
7 0.0529
8 0.0276
9 0.0278
10 0.0525
11 0.0
12 0.0
13 0.0167
14 0.0197
15 0.0
16 0.0
17 0.0
18 0.0
19 0.0
20 0.0
21 0.0
22 0.0
23 0.0
| P62906
1 0.0
2 0.0061
3 0.0063
4 0.0423
5 0.7308
6 0.1031
7 0.038
8 0.0107
9 0.0069
10 0.0101
11 0.0068
12 0.0069
13 0.0061
14 0.0082
15 0.0
16 0.0
17 0.0009
18 0.0019
19 0.0051
20 0.0
21 0.0
22 0.0075
23 0.0022
| P62910
1 0.0
2 0.5546
3 0.2768
4 0.1265
5 0.0156
6 0.0
7 0.0
8 0.0
9 0.0
10 0.0
11 0.018
12 0.0
13 0.0
14 0.0085
15 0.0
16 0.0
17 0.0
18 0.0
19 0.0
20 0.0
21 0.0
22 0.0
23 0.0
| P62913
1 0.0
2 0.1969
3 0.0277
4 0.2984
5 0.2586
6 0.1039
7 0.0366
8 0.018
9 0.0103
10 0.006
11 0.0063
12 0.003
13 0.0035
14 0.0026
15 0.0
16 0.0002
17 0.0026
18 0.0001
19 0.007
20 0.0
21 0.0
22 0.0033
23 0.0151
| P62917
1 0.0
2 0.0075
3 0.0366
4 0.0229
5 0.0367
6 0.0332
7 0.4833
8 0.1315
9 0.1564
10 0.0309
11 0.0139
12 0.0074
13 0.0091
14 0.0075
15 0.0
16 0.0
17 0.0019
18 0.0034
19 0.0025
20 0.0
21 0.0
22 0.0055
23 0.0101
| P62937
1 0.0
2 0.2844
3 0.4159
4 0.0847
5 0.038
6 0.0221
7 0.0125
8 0.0178
9 0.0133
10 0.0169
11 0.0107
12 0.0112
13 0.0124
14 0.0097
15 0.0
16 0.0186
17 0.0064
18 0.0047
19 0.0
20 0.0
21 0.0
22 0.0116
23 0.0093
| Q9Y536
1 0.0
2 0.2844
3 0.4159
4 0.0847
5 0.038
6 0.0221
7 0.0125
8 0.0178
9 0.0133
10 0.0169
11 0.0107
12 0.0112
13 0.0124
14 0.0097
15 0.0
16 0.0186
17 0.0064
18 0.0047
19 0.0
20 0.0
21 0.0
22 0.0116
23 0.0093
| P0DN26
1 0.0
2 0.2844
3 0.4159
4 0.0847
5 0.038
6 0.0221
7 0.0125
8 0.0178
9 0.0133
10 0.0169
11 0.0107
12 0.0112
13 0.0124
14 0.0097
15 0.0
16 0.0186
17 0.0064
18 0.0047
19 0.0
20 0.0
21 0.0
22 0.0116
23 0.0093
| F5H284
1 0.0
2 0.2844
3 0.4159
4 0.0847
5 0.038
6 0.0221
7 0.0125
8 0.0178
9 0.0133
10 0.0169
11 0.0107
12 0.0112
13 0.0124
14 0.0097
15 0.0
16 0.0186
17 0.0064
18 0.0047
19 0.0
20 0.0
21 0.0
22 0.0116
23 0.0093
| A0A0B4J2A2
1 0.0
2 0.2844
3 0.4159
4 0.0847
5 0.038
6 0.0221
7 0.0125
8 0.0178
9 0.0133
10 0.0169
11 0.0107
12 0.0112
13 0.0124
14 0.0097
15 0.0
16 0.0186
17 0.0064
18 0.0047
19 0.0
20 0.0
21 0.0
22 0.0116
23 0.0093
| A0A075B759
1 0.0
2 0.2844
3 0.4159
4 0.0847
5 0.038
6 0.0221
7 0.0125
8 0.0178
9 0.0133
10 0.0169
11 0.0107
12 0.0112
13 0.0124
14 0.0097
15 0.0
16 0.0186
17 0.0064
18 0.0047
19 0.0
20 0.0
21 0.0
22 0.0116
23 0.0093
| P0DN37
1 0.0
2 0.2844
3 0.4159
4 0.0847
5 0.038
6 0.0221
7 0.0125
8 0.0178
9 0.0133
10 0.0169
11 0.0107
12 0.0112
13 0.0124
14 0.0097
15 0.0
16 0.0186
17 0.0064
18 0.0047
19 0.0
20 0.0
21 0.0
22 0.0116
23 0.0093
| P62993
1 0.0
2 0.0004
3 0.0002
4 0.0086
5 0.9885
6 0.0
7 0.0
8 0.0
9 0.0
10 0.0008
11 0.0
12 0.0
13 0.0003
14 0.0004
15 0.0
16 0.0
17 0.0
18 0.0
19 0.0
20 0.0
21 0.0
22 0.0
23 0.0008
| P62995
1 0.0
2 0.0193
3 0.0122
4 0.0096
5 0.0
6 0.0104
7 0.0083
8 0.0
9 0.0
10 0.2356
11 0.5378
12 0.0315
13 0.1354
14 0.0
15 0.0
16 0.0
17 0.0
18 0.0
19 0.0
20 0.0
21 0.0
22 0.0
23 0.0
| P63000
1 0.0
2 0.2842
3 0.1576
4 0.3188
5 0.0739
6 0.0014
7 0.0259
8 0.0151
9 0.0139
10 0.0142
11 0.0124
12 0.0
13 0.0115
14 0.0124
15 0.0
16 0.0
17 0.0
18 0.0164
19 0.0
20 0.0
21 0.0
22 0.0203
23 0.022
| P60763
1 0.0
2 0.2842
3 0.1576
4 0.3188
5 0.0739
6 0.0014
7 0.0259
8 0.0151
9 0.0139
10 0.0142
11 0.0124
12 0.0
13 0.0115
14 0.0124
15 0.0
16 0.0
17 0.0
18 0.0164
19 0.0
20 0.0
21 0.0
22 0.0203
23 0.022
| P15153
1 0.0
